%
% Comments go after a '%' sign.
%
%
% Relation: Features
%
%
% Attributes: 13     Instances: 1500
%
%

@relation Features

@attribute 'ID' numeric
@attribute 'Bored' numeric
@attribute 'Angry' numeric
@attribute 'Sad' numeric
@attribute 'Fear' numeric
@attribute 'Excited' numeric
@attribute 'Happy' numeric
@attribute 'Negative' numeric
@attribute 'Neutral' numeric
@attribute 'Positive' numeric
@attribute 'Sarcasm' numeric
@attribute 'Abuse' numeric
@attribute 'Class' {0,1}


@data
212,0.087753358,0.185273338,0.205592082,0.318091861,0.140516505,0.062772856,0.445,0.429,0.125,0.478354704,0.000023400,0
213,0.024248275,0.645296063,0.150409917,0.090507001,0.056668133,0.032870612,0.965,0.027,0.008,0.579324497,0.997218251,0
214,0.017207284,0.058919467,0.029026324,0.188048624,0.468119007,0.238679294,0.358,0.552,0.09,0.56219443,0.000031600,0
215,0.04641348,0.322350677,0.310910689,0.164182491,0.080984834,0.075157829,0.837,0.14,0.023,0.65011706,0.000028800,0
216,0.044650178,0.173176442,0.105892952,0.292357014,0.249282196,0.134641218,0.318,0.527,0.155,0.315858222,0.000071000,0
217,0.084464393,0.235792634,0.29580213,0.250962759,0.08469305,0.048285033,0.84,0.121,0.04,0.709297333,0.000786356,0
218,0.183261359,0.396623916,0.165117619,0.129513438,0.07851076,0.046972908,0.879,0.092,0.029,0.600558106,0.005136364,0
219,0.085795733,0.194563811,0.096233739,0.102351365,0.260029307,0.261026045,0.39,0.407,0.202,0.639497666,0.000788796,0
220,0.141925032,0.321898836,0.130465577,0.241162504,0.103937585,0.060610466,0.87,0.106,0.025,0.482907278,0.998404563,0
221,0.058700068,0.173443163,0.407727305,0.195443355,0.094507746,0.070178363,0.53,0.369,0.101,0.495322513,0.000957232,0
222,0.059538686,0.274406312,0.166822535,0.167775331,0.173176842,0.158280294,0.681,0.21,0.109,0.532297913,0.977042198,0
223,0.129299801,0.30215435,0.238276017,0.210435923,0.071813834,0.048020075,0.929,0.062,0.009,0.58695515,0.000924066,0
224,0.156269474,0.17542461,0.160194042,0.285926879,0.158785053,0.063399942,0.506,0.418,0.076,0.578339814,0.000021400,0
225,0.057519501,0.191123237,0.126954092,0.152776132,0.214021068,0.257605971,0.093,0.525,0.381,0.393063158,0.000097200,0
226,0,0.189068721,0.372638774,0.130504356,0.17540695,0.132381199,0.827,0.131,0.043,0.282953276,0.000099000,0
227,0.079278239,0.376148749,0.127129577,0.080443495,0.09873501,0.23826493,0.913,0.069,0.017,0.642472721,0.842718780,0
228,0.149296426,0.409113723,0.106565295,0.14699693,0.144995167,0.04303246,0.694,0.225,0.082,0.571739127,0.000024500,0
229,0.36268688,0.121989964,0.17160918,0.216449865,0.090362669,0.036901443,0.547,0.391,0.062,0.615178819,0.000033600,0
230,0.23243785,0.220732364,0.210635057,0.205670432,0.066576124,0.063948173,0.924,0.071,0.005,0.695217134,0.000620536,1
231,0.050050578,0.146892752,0.200475343,0.443436577,0.121061744,0.038083006,0.507,0.39,0.103,0.373059457,0.041531954,1
232,0.067382499,0.307946503,0.122326068,0.117540044,0.137133304,0.247671582,0.604,0.209,0.186,0.626500725,0.000023700,0
233,0.022290619,0.309565295,0.098170792,0.139919209,0.201477067,0.228577018,0.34,0.2,0.461,0.305129607,0.000447803,1
234,0.077407184,0.251580167,0.261081505,0.24101276,0.099944743,0.06897364,0.738,0.173,0.089,0.579547111,0.000075700,1
235,0.051174414,0.162534373,0.107790152,0.128504704,0.300897938,0.249098419,0.218,0.429,0.353,0.250978057,0.000044000,0
236,0.087051073,0.362912404,0.326989785,0.156185732,0.048117581,0.018743426,0.61,0.319,0.07,0.67714541,0.000143507,0
237,0.198232955,0.231050688,0.173154425,0.187837919,0.163263062,0.046460952,0.684,0.239,0.077,0.623493493,0.896860600,0
238,0.115367709,0.581700516,0.198330043,0.07175532,0.016559854,0.016286558,0.94,0.05,0.009,0.708738051,0.000023000,0
239,0.186301058,0.281652932,0.209005567,0.201646138,0.080005589,0.041388715,0.559,0.371,0.07,0.688017694,0.004026603,0
240,0.121287468,0.328862319,0.139347528,0.146708989,0.092735256,0.171058442,0.878,0.09,0.032,0.559242652,0.003939321,0
241,0.060499244,0.59049389,0.082078782,0.069566159,0.145733384,0.051628541,0.942,0.047,0.011,0.534820592,0.001742152,0
242,0.091780896,0.188535592,0.217988467,0.26422933,0.186691438,0.050774276,0.373,0.492,0.136,0.612737428,0.000075100,0
243,0.25569565,0.26150284,0.121081233,0.089533956,0.134029899,0.138156424,0.61,0.239,0.151,0.557008696,0.005539327,0
244,0.120507814,0.214364895,0.158834668,0.23394214,0.168722434,0.103628048,0.209,0.6,0.19,0.456976533,0.000051800,0
245,0.116752059,0.150848119,0.226856528,0.330448322,0.140519675,0.034575298,0.517,0.415,0.067,0.623816276,0.000081500,0
246,0.0810785,0.175969196,0.070487744,0.371943475,0.207756654,0.092764431,0.388,0.352,0.259,0.488251857,0.000038100,0
247,0.06426741,0.316743083,0.128879821,0.134191069,0.153053327,0.202865291,0.839,0.119,0.042,0.51894381,0.000871116,0
248,0.092788369,0.341847328,0.131265316,0.149302313,0.200244267,0.084552407,0.753,0.182,0.065,0.461664971,0.019883564,0
249,0.075900148,0.176388676,0.069251989,0.205062622,0.294640963,0.178755602,0.428,0.391,0.18,0.396281283,0.996838450,0
250,0.100603085,0.222374597,0.216219103,0.22207445,0.133038466,0.105690299,0.581,0.35,0.068,0.557679891,0.000019900,0
251,0.221625759,0.187429255,0.219269193,0.218022182,0.117782192,0.035871418,0.674,0.283,0.043,0.723198947,0.951341093,0
252,0.169597964,0.271447343,0.14974095,0.19197475,0.158415627,0.058823366,0.696,0.244,0.06,0.480156016,0.172048122,0
253,0.040715415,0.177947986,0.065582569,0.171366943,0.300976476,0.243410611,0.403,0.338,0.258,0.283044394,0.000020400,0
254,0.037144041,0.548688505,0.158503974,0.0797376,0.08890807,0.08701781,0.842,0.107,0.052,0.430967202,0.979621112,0
255,0.037704103,0.3332568,0.064344128,0.093318116,0.290540314,0.180836539,0.292,0.311,0.396,0.237292783,0.000542690,0
256,0.08218396,0.338187882,0.182396182,0.13754708,0.171435546,0.088249351,0.865,0.115,0.02,0.458824818,0.103077047,0
257,0.225481868,0.249529287,0.123995526,0.121396203,0.121411774,0.158185342,0.584,0.286,0.131,0.615609649,0.000703662,0
258,0.087961341,0.13765269,0.166043244,0.229902978,0.246987015,0.131452731,0.251,0.504,0.245,0.542717158,0.000051400,0
259,0,0.206926375,0.127598088,0.346782128,0.201764171,0.116929238,0.333,0.39,0.277,0.391185356,0.000016700,0
260,0.059997692,0.123077876,0.165804875,0.405307372,0.138280932,0.107531254,0.461,0.429,0.11,0.454068563,0.000040900,0
261,0.060736035,0.399716248,0.070535014,0.094879122,0.178298363,0.195835219,0.587,0.257,0.156,0.231991715,0.000058900,0
262,0.098817704,0.117539487,0.140475076,0.213383772,0.284615362,0.1451686,0.144,0.658,0.198,0.35638143,0.000268925,0
263,0.191931345,0.247021689,0.162955519,0.169327441,0.153397425,0.075366582,0.547,0.347,0.106,0.623013801,0.869728267,0
264,0.0762862,0.226763033,0.186016613,0.3405076,0.090763361,0.079663195,0.782,0.166,0.052,0.517161944,0.000022300,0
265,0.278690951,0.458499835,0.104261472,0.062156004,0.044615868,0.05177587,0.974,0.023,0.003,0.600948981,0.000214571,0
266,0.058087403,0.477245114,0.091728592,0.094476171,0.145233806,0.133228914,0.919,0.057,0.024,0.541282153,0.000518931,0
267,0.168895755,0.151137133,0.198816619,0.243377808,0.181554568,0.056218118,0.405,0.375,0.22,0.658214313,0.000024200,0
268,0.020086045,0.38420439,0.084123987,0.125115676,0.224016186,0.162453717,0.692,0.202,0.106,0.341189175,0.000043700,0
269,0.143253841,0.393620102,0.156157444,0.159989747,0.087725526,0.059253339,0.826,0.138,0.036,0.558125543,0.000849512,0
270,0.073587214,0.270875043,0.184217084,0.195238918,0.187136749,0.088944992,0.593,0.328,0.078,0.607094188,0.476955771,0
271,0.08043796,0.306080676,0.137010737,0.156000472,0.155735189,0.164734966,0.888,0.092,0.02,0.595226112,0.000839127,0
272,0.06112098,0.373048926,0.285154239,0.199709375,0.048146757,0.032819723,0.907,0.082,0.011,0.585652302,0.000530198,0
273,0.191083873,0.180924227,0.142270765,0.139225992,0.1838166,0.162678542,0.307,0.502,0.191,0.54298677,0.061955527,0
274,0,0.118971924,0.211752224,0.161521095,0.210940031,0.296814726,0.202,0.375,0.423,0.361448266,0.000073000,0
275,0.102258444,0.437427665,0.189838872,0.139430196,0.078317971,0.052726851,0.821,0.147,0.032,0.658009788,0.000021100,0
276,0.043627361,0.24284721,0.267806258,0.261877555,0.125896371,0.057945244,0.879,0.102,0.019,0.634668224,0.000018300,0
277,0.02471065,0.180771422,0.054992171,0.126169694,0.323088106,0.290267957,0.571,0.156,0.274,0.175512728,0.000016700,0
278,0.06477643,0.312920008,0.155497719,0.166922997,0.176941865,0.122940981,0.648,0.206,0.146,0.482023776,0.000249002,0
279,0.228137489,0.273996146,0.188180238,0.12877804,0.115435504,0.065472582,0.846,0.098,0.056,0.556975866,0.001258183,0
280,0.100063674,0.133137256,0.140836715,0.170393408,0.183978804,0.271590142,0.443,0.412,0.145,0.406272675,0.000056300,0
281,0,0.107978959,0.108408121,0.301392732,0.271147102,0.211073087,0.262,0.466,0.271,0.419055013,0.007004749,0
282,0.027469205,0.11085663,0.084597453,0.123918419,0.254794477,0.398363816,0.281,0.338,0.381,0.210207055,0.000023700,0
283,0.067769908,0.306207352,0.194907244,0.187562552,0.154596088,0.088956856,0.238,0.419,0.343,0.545878338,0.000559797,0
284,0.043246592,0.087419503,0.04025991,0.168129792,0.333052951,0.327891252,0.03,0.216,0.754,0.52060888,0.000018200,1
285,0.081389238,0.239152173,0.340434511,0.166307827,0.100146679,0.072569572,0.832,0.125,0.044,0.489057267,0.000024000,0
286,0.045866793,0.331469073,0.093985465,0.192870993,0.179131244,0.156676432,0.676,0.246,0.078,0.442805079,0.230578542,1
287,0.095758405,0.1964524,0.209360838,0.222159002,0.139745291,0.136524063,0.72,0.197,0.083,0.506476592,0.189982697,0
288,0.073006101,0.24477038,0.178769145,0.231605126,0.149311903,0.122537345,0.312,0.559,0.129,0.549090904,0.000037800,0
289,0.058707008,0.191960911,0.379423535,0.246065406,0.074163165,0.049679974,0.718,0.226,0.055,0.595821088,0.002448448,1
290,0.059313442,0.361802684,0.150410057,0.191623721,0.141481007,0.095369089,0.631,0.21,0.159,0.430640432,0.001898436,1
291,0.04458284,0.238442713,0.225062494,0.335158053,0.090282487,0.066471413,0.876,0.108,0.016,0.685743944,0.938189149,1
292,0.119240597,0.273723871,0.16708124,0.227582708,0.113894411,0.098477173,0.744,0.129,0.127,0.555944007,0.001117844,0
293,0.036943455,0.607064483,0.107281843,0.161769441,0.043968984,0.042971794,0.765,0.202,0.034,0.455974431,0.000019900,1
294,0.201703429,0.212635589,0.148959367,0.186895513,0.142781954,0.107024148,0.533,0.279,0.188,0.513652233,0.000030100,0
295,0.056575135,0.280836203,0.27528675,0.13880677,0.106650641,0.141844503,0.827,0.142,0.031,0.585242427,0.000059000,1
296,0.096796084,0.288270362,0.25045872,0.173635562,0.0925452,0.098294072,0.753,0.188,0.06,0.61152925,0.001897105,1
297,0.10342079,0.210686348,0.184743719,0.25652491,0.175670551,0.068953682,0.188,0.585,0.227,0.599438413,0.002695886,0
298,0.051046908,0.448406782,0.144505831,0.157000525,0.132384093,0.06665586,0.91,0.074,0.016,0.470770642,0.000042900,1
299,0.043154935,0.420149047,0.211718093,0.271390655,0.034895991,0.018691279,0.951,0.045,0.004,0.566217709,0.085792206,1
300,0.074006973,0.347026094,0.349262738,0.151835633,0.0497185,0.028150062,0.959,0.037,0.005,0.499698325,0.001046231,1
301,0.046743311,0.357478793,0.354687777,0.19887649,0.025222893,0.016990736,0.814,0.167,0.019,0.418059515,0.998033345,0
302,0.158065937,0.235537967,0.171890982,0.170073892,0.181108369,0.083322854,0.39,0.426,0.184,0.551562045,0.005347220,1
303,0.013250292,0.140703419,0.319488352,0.324361292,0.121255094,0.080941551,0.348,0.368,0.284,0.327980505,0.000023300,0
304,0.050851955,0.531764498,0.264147392,0.103999159,0.027125091,0.022111905,0.841,0.109,0.05,0.698073797,0.000020800,1
305,0.530361931,0.225733918,0.054886109,0.067221262,0.048659641,0.07313714,0.895,0.077,0.028,0.528698335,0.999926448,1
306,0.038326277,0.178518744,0.098335472,0.204241329,0.285567038,0.19501114,0.082,0.488,0.43,0.34485725,0.001482282,0
307,0.217419835,0.35324809,0.218196929,0.119945731,0.051302905,0.03988651,0.743,0.225,0.032,0.77692296,0.000050100,1
308,0.074574606,0.114953013,0.148997944,0.259777561,0.214877714,0.186819162,0.232,0.633,0.136,0.574145358,0.001790021,0
309,0.061777932,0.300355332,0.078461292,0.125181757,0.298641263,0.135582425,0.453,0.413,0.134,0.646662694,0.998965859,1
310,0.06140556,0.230414212,0.041915687,0.11393917,0.347453705,0.204871667,0.243,0.508,0.249,0.421019538,0.000065300,1
311,0.137313529,0.262558244,0.208354043,0.188669144,0.126017467,0.077087573,0.523,0.372,0.105,0.626416568,0.000030200,0
312,0.017794873,0.553594875,0.132710967,0.161307621,0.091457479,0.043134185,0.903,0.064,0.033,0.39898199,0.000149864,1
313,0.678721795,0.098228305,0.100470421,0.066197442,0.035752664,0.020629372,0.648,0.286,0.067,0.703435901,0.000028600,1
314,0.033363389,0.170341506,0.22973491,0.479797463,0.052805883,0.033956848,0.834,0.15,0.015,0.486671456,0.997293890,0
315,0.104951179,0.34229856,0.111635336,0.1302494,0.21394227,0.096923255,0.604,0.285,0.111,0.588980279,0.892956555,1
316,0.140465603,0.595631989,0.130297348,0.06774577,0.039400999,0.026458292,0.822,0.156,0.022,0.627878186,0.855154812,0
317,0.170079098,0.547167012,0.102890191,0.093498156,0.052342951,0.034022592,0.972,0.024,0.004,0.484022886,0.000075400,0
318,0,0.168471735,0.08734941,0.200127081,0.296230534,0.247821241,0.229,0.317,0.454,0.42550885,0.001507606,1
319,0.131149383,0.57336619,0.159230786,0.077838715,0.026921893,0.031493034,0.968,0.024,0.008,0.698109625,0.000079400,1
320,0.405405073,0.171708268,0.163995376,0.120728799,0.074640369,0.063522115,0.731,0.184,0.086,0.718367569,0.000279581,0
321,0.024956511,0.033153027,0.132490171,0.063082952,0.25403665,0.492280689,0.24,0.635,0.125,0.08002106,0.005799071,0
322,0.106129408,0.361096234,0.166810676,0.192477219,0.115912544,0.057573919,0.447,0.4,0.153,0.53329625,0.000043800,1
323,0.072422924,0.457930909,0.162070655,0.108567755,0.08492873,0.114079027,0.924,0.061,0.015,0.718077963,0.002580667,1
324,0.115229696,0.328354753,0.130949876,0.177440477,0.175879738,0.07214546,0.914,0.068,0.017,0.50608963,0.975665033,0
325,0.108456241,0.141291529,0.148615925,0.250331543,0.194220479,0.157084284,0.308,0.329,0.363,0.630062025,0.000112965,1
326,0.138120369,0.349387059,0.217835987,0.198199064,0.076014245,0.020443276,0.97,0.027,0.003,0.607090024,0.013810175,0
327,0.129674326,0.509455748,0.161805778,0.110395401,0.063804714,0.024864033,0.911,0.07,0.019,0.627052058,0.750083625,1
328,0.127376152,0.169780463,0.185812172,0.177677026,0.255894052,0.083460136,0.697,0.185,0.117,0.595958849,0.000252009,0
329,0.076735693,0.103961133,0.088329865,0.147358555,0.290414431,0.293200323,0.062,0.134,0.804,0.389368114,0.065263785,0
330,0.055127102,0.275418308,0.186967966,0.206582346,0.134433919,0.14147036,0.634,0.233,0.133,0.440202028,0.589347601,1
331,0.05410805,0.185259412,0.224460899,0.269276476,0.171672946,0.095222217,0.416,0.451,0.133,0.666800845,0.043492906,1
332,0.096190139,0.392788412,0.203188104,0.154220464,0.061141265,0.092471617,0.698,0.247,0.055,0.620930502,0.005608792,0
333,0.046637055,0.414864154,0.156888956,0.177716119,0.137906774,0.065986943,0.877,0.1,0.023,0.402892093,0.890542805,1
334,0.117050444,0.428266428,0.169246318,0.150693204,0.074964122,0.059779485,0.859,0.119,0.021,0.652047681,0.000061600,1
335,0.052499586,0.417953992,0.093962701,0.09544528,0.150390322,0.18974812,0.745,0.193,0.062,0.534769116,0.000084100,1
336,0.14812601,0.207079076,0.261412844,0.223162342,0.114076699,0.04614303,0.556,0.39,0.054,0.708456102,0.002280198,0
337,0.075614214,0.353122854,0.117377838,0.173298801,0.16395997,0.116626323,0.442,0.296,0.262,0.397090683,0.002962709,1
338,0.216149413,0.130758573,0.210338985,0.296173354,0.091694607,0.054885069,0.87,0.11,0.02,0.643419405,0.000020700,0
339,0.319441687,0.30414149,0.120904482,0.13767077,0.058701247,0.059140325,0.753,0.192,0.054,0.573990092,0.001600025,1
340,0.12093007,0.274883447,0.169675579,0.201467832,0.142729061,0.09031401,0.8,0.153,0.048,0.512441375,0.000022200,0
341,0.045004943,0.661321858,0.122663313,0.082664124,0.048138962,0.040206801,0.758,0.185,0.056,0.537073631,0.024209283,1
342,0.046550837,0.16745832,0.104627976,0.175510541,0.266109325,0.239743001,0.159,0.282,0.559,0.447930157,0.000493272,1
343,0.195881991,0.200490518,0.048446825,0.093175932,0.232090086,0.229914647,0.522,0.264,0.214,0.371432785,0.001113768,1
344,0.042390489,0.160088959,0.176978242,0.26284134,0.153696312,0.204004659,0.517,0.363,0.12,0.522352301,0.996698916,1
345,0.061382746,0.273907987,0.167356092,0.211751827,0.20311375,0.082487598,0.636,0.206,0.159,0.498564308,0.066816725,1
346,0.029240473,0.577352251,0.180067794,0.114579285,0.047909914,0.050850283,0.875,0.117,0.008,0.661344596,0.993779361,1
347,0.099079272,0.386635056,0.199445108,0.1747725,0.085100267,0.054967796,0.887,0.089,0.024,0.630510827,0.939002216,0
348,0.042461722,0.462938634,0.047076898,0.068442521,0.23528377,0.143796456,0.849,0.098,0.053,0.33977037,0.995934010,1
349,0.028222703,0.634367046,0.142521284,0.132909349,0.033414406,0.028565211,0.91,0.078,0.012,0.559540358,0.001131829,1
350,0.041461615,0.263470372,0.421078055,0.128978801,0.04692119,0.098089968,0.701,0.268,0.03,0.417076372,0.998071253,1
351,0.326328824,0.200375195,0.143771139,0.142857543,0.12225722,0.064410079,0.566,0.306,0.128,0.617296946,0.990473330,0
352,0.082375753,0.258957786,0.138543624,0.16478861,0.185646085,0.169688143,0.736,0.208,0.056,0.602798971,0.000357122,1
353,0.248334494,0.187805635,0.211627707,0.161367394,0.093304386,0.097560384,0.674,0.252,0.073,0.650248375,0.000018900,0
354,0.050247845,0.060340848,0.263104833,0.465477197,0.085400553,0.075428725,0.342,0.629,0.029,0.626381067,0.000029200,1
355,0.100829359,0.125848659,0.211278907,0.234461709,0.200086776,0.127494589,0.235,0.524,0.241,0.566525568,0.998322547,1
356,0.044467348,0.101799296,0.20507021,0.354340909,0.17407112,0.120251117,0.608,0.28,0.111,0.46171127,0.002774700,1
357,0.190333859,0.223440841,0.174991344,0.20551392,0.13939159,0.066328447,0.863,0.095,0.042,0.579824593,0.975986064,0
358,0.013300766,0.650706437,0.116173032,0.093821274,0.080298232,0.045700259,0.632,0.201,0.167,0.417366962,0.000019400,1
359,0.101011176,0.376296964,0.22749589,0.192396073,0.053109463,0.049690434,0.712,0.246,0.042,0.648805707,0.000977517,1
360,0.213067947,0.25264859,0.238602768,0.140971157,0.100520684,0.054188854,0.883,0.103,0.014,0.718210533,0.000024000,1
361,0.1056055,0.141948302,0.185471845,0.255902611,0.211608866,0.099462877,0.167,0.486,0.347,0.600797362,0.037985914,0
362,0.066735961,0.158077583,0.101507268,0.194536025,0.288141865,0.191001298,0.463,0.305,0.231,0.36952053,0.000018200,0
363,0.198010828,0.269645541,0.236546131,0.158183563,0.081664051,0.055949886,0.821,0.151,0.028,0.665626622,0.001901211,0
364,0.012806026,0.100138443,0.169444213,0.57301283,0.106582531,0.038015958,0.516,0.423,0.061,0.457046594,0.985125303,1
365,0.161535969,0.410529637,0.108126001,0.090707544,0.094866911,0.134233938,0.832,0.115,0.053,0.570233323,0.002659282,1
366,0.083277309,0.399963414,0.157386552,0.150049819,0.150222398,0.059100509,0.89,0.083,0.027,0.457840524,0.001010761,1
367,0.056163312,0.262445716,0.257215118,0.18620786,0.137889543,0.10007845,0.62,0.315,0.065,0.595713831,0.000067000,1
368,0.200473281,0.624986546,0.069496471,0.03718067,0.042593598,0.025269433,0.893,0.07,0.037,0.492953642,0.001486072,0
369,0.207806123,0.48398626,0.110510636,0.09630012,0.043824934,0.057571928,0.941,0.047,0.012,0.598731044,0.000043100,0
370,0.061215674,0.322267058,0.178625849,0.20700085,0.143247778,0.08764279,0.376,0.364,0.26,0.533054804,0.000037800,0
371,0.007507041,0.503917624,0.125565631,0.289971136,0.04268905,0.030349518,0.958,0.038,0.004,0.421376895,0.997046650,1
372,0.070149194,0.167351945,0.131991372,0.164566485,0.235795481,0.230145523,0.165,0.447,0.388,0.347340513,0.001612334,0
373,0.074434541,0.28473474,0.19456588,0.331624759,0.068476471,0.046163609,0.806,0.176,0.018,0.657180996,0.000030800,0
374,0.145674767,0.097521515,0.063308844,0.128490885,0.425726128,0.139277861,0.137,0.313,0.55,0.367510851,0.000059400,0
375,0.095169832,0.138260926,0.089342646,0.201913954,0.339112703,0.136199939,0.172,0.409,0.419,0.438562291,0.000098000,0
376,0.043890869,0.765482224,0.082117103,0.041433192,0.027919253,0.039157359,0.971,0.023,0.006,0.412125245,0.001161509,0
377,0.088867462,0.628993476,0.130275459,0.096074133,0.02974285,0.026046621,0.853,0.126,0.021,0.53880165,0.633666813,1
378,0.108186414,0.38790974,0.223095176,0.130920275,0.082539527,0.067348869,0.934,0.055,0.011,0.667650103,0.000745766,1
379,0.125504553,0.124294059,0.10244733,0.174540078,0.292164419,0.181049561,0.202,0.382,0.416,0.469982835,0.000779595,1
380,0.331917282,0.242553722,0.159672985,0.149113704,0.096250539,0.020491769,0.707,0.259,0.034,0.670062725,0.007253619,0
381,0.146074285,0.157022936,0.114601808,0.102172671,0.256331821,0.22379648,0.395,0.418,0.187,0.274347943,0.000019800,0
382,0.027026064,0.263350724,0.037698246,0.066623244,0.415584413,0.189717308,0.284,0.267,0.449,0.249859825,0.000039300,1
383,0.06487222,0.697244599,0.080372217,0.069910993,0.033256444,0.054343527,0.795,0.178,0.027,0.569882584,0.000023400,0
384,0.05428934,0.156308646,0.354759007,0.189151685,0.148507785,0.096983536,0.721,0.183,0.096,0.545514146,0.039590802,0
385,0.050543858,0.045112628,0.022047901,0.160223954,0.48618957,0.235882089,0.122,0.407,0.472,0.4074551,0.000249625,1
386,0.016891724,0.474144369,0.197578226,0.148016953,0.096796045,0.066572683,0.464,0.297,0.239,0.518184016,0.000019100,0
387,0.035236009,0.574488027,0.115589679,0.064514125,0.156706202,0.053465958,0.922,0.055,0.023,0.332956974,0.000038600,1
388,0.139108909,0.406213571,0.165023802,0.144391855,0.086404232,0.058857632,0.826,0.148,0.027,0.603105698,0.000714178,0
389,0.216104986,0.235349096,0.18076047,0.171690547,0.091253241,0.104841661,0.874,0.092,0.035,0.625392671,0.039320573,0
390,0.055585016,0.531519818,0.157333229,0.126639723,0.095796182,0.033126033,0.914,0.064,0.023,0.504304543,0.610938311,1
391,0.106499913,0.095611059,0.084032922,0.184082588,0.320073446,0.209700072,0.139,0.571,0.291,0.407685923,0.031330705,0
392,0.114422244,0.370436425,0.143269616,0.139942901,0.157241494,0.07468732,0.531,0.351,0.118,0.587762514,0.000057300,0
393,0.087660904,0.231533522,0.214399104,0.216711849,0.139282517,0.110412103,0.509,0.286,0.205,0.614645363,0.000020000,1
394,0.079189198,0.354691962,0.160381312,0.201321662,0.118191929,0.086223938,0.674,0.196,0.131,0.463154182,0.000078500,1
395,0.169922655,0.176453001,0.228819854,0.232899801,0.130686801,0.061217888,0.718,0.183,0.099,0.689340443,0.000023900,0
396,0.102966455,0.168290573,0.213210187,0.188018777,0.238968058,0.088545951,0.771,0.174,0.055,0.307142173,0.999070346,1
397,0.070333715,0.209291496,0.143374389,0.233868381,0.21256407,0.130567949,0.447,0.217,0.336,0.424019422,0.202451378,1
398,0.073379344,0.594390146,0.12466211,0.07566834,0.071524459,0.060375601,0.94,0.044,0.016,0.482843812,0.977139890,0
399,0.046734253,0.57499033,0.147324876,0.107599386,0.088540028,0.034811128,0.956,0.038,0.007,0.488108656,0.001982931,1
400,0.075700038,0.243021682,0.333724585,0.241193922,0.086258859,0.020100915,0.884,0.104,0.012,0.814864879,0.000022700,0
401,0.032468943,0.614210795,0.130763164,0.110756652,0.066702632,0.045097813,0.795,0.174,0.031,0.479634905,0.999753773,1
402,0.034234318,0.240724851,0.112829604,0.132204289,0.288171922,0.191835017,0.845,0.099,0.056,0.396951327,0.000623568,0
403,0.116805899,0.304830371,0.059052142,0.102606033,0.214166036,0.202539519,0.829,0.151,0.02,0.545166848,0.000915147,0
404,0.074264727,0.290176135,0.252086474,0.225062496,0.110614812,0.047795356,0.704,0.24,0.056,0.718243257,0.008193675,1
405,0.062355186,0.470622169,0.110401108,0.114370975,0.130962152,0.111288412,0.81,0.138,0.052,0.630891951,0.999879241,1
406,0.087684205,0.614269311,0.169818974,0.08806746,0.022818316,0.017341735,0.917,0.073,0.011,0.666596466,0.998602092,1
407,0.131029616,0.210528021,0.220081494,0.225672354,0.121694374,0.090994141,0.267,0.641,0.092,0.570272563,0.000109165,1
408,0.120015474,0.233861877,0.189835799,0.205572186,0.165177686,0.085536979,0.584,0.285,0.131,0.578934217,0.000026000,0
409,0.24311331,0.235374792,0.211116126,0.204175888,0.068558294,0.037661589,0.522,0.373,0.105,0.699117701,0.991091311,1
410,0.119169697,0.446180856,0.181646919,0.134806815,0.062459045,0.055736668,0.948,0.04,0.012,0.666759287,0.000052000,0
411,0.095209874,0.375165014,0.100017359,0.127029427,0.147082946,0.15549538,0.717,0.21,0.073,0.556052835,0.743914187,0
412,0.073637099,0.471993076,0.104929806,0.119158076,0.135085805,0.095196139,0.754,0.17,0.076,0.474048686,0.000637009,0
413,0.029126268,0.288083127,0.299603977,0.269611996,0.052374798,0.061199835,0.911,0.08,0.009,0.647730994,0.000095400,0
414,0.072334255,0.230340303,0.22724878,0.183901397,0.175700374,0.110474892,0.603,0.312,0.085,0.68035005,0.998146296,0
415,0.11978461,0.220765771,0.22485332,0.251706952,0.113306302,0.069583044,0.802,0.142,0.056,0.559730172,0.000035600,0
416,0.085058604,0.386134975,0.099178124,0.11733343,0.15588805,0.156406817,0.545,0.241,0.213,0.546823147,0.234763607,1
417,0.031225021,0.17184528,0.241154176,0.447360474,0.07311933,0.035295719,0.831,0.123,0.045,0.537211745,0.985084713,0
418,0.090011523,0.136048997,0.145102725,0.381814255,0.144981698,0.102040802,0.474,0.301,0.225,0.567289727,0.006038598,1
419,0.069971213,0.52971243,0.145226621,0.111387619,0.075617962,0.068084155,0.897,0.076,0.028,0.583444638,0.190860793,1
420,0.143488839,0.183720839,0.0771711,0.128280195,0.303783382,0.163555645,0.379,0.32,0.301,0.389725258,0.016325621,1
421,0.056935245,0.237473582,0.08210133,0.16504715,0.293344437,0.165098256,0.493,0.287,0.22,0.470719703,0.000382339,0
422,0.094329044,0.249064535,0.313639196,0.183582969,0.097789534,0.061594722,0.791,0.176,0.032,0.550113948,0.000033900,0
423,0.044645732,0.317924227,0.149849287,0.18185291,0.152275535,0.15345231,0.646,0.205,0.15,0.502188245,0.166365147,0
424,0.113520284,0.171026679,0.245662502,0.243669209,0.128191077,0.097930249,0.58,0.308,0.112,0.580521449,0.983583868,1
425,0.022247719,0.108394974,0.143851506,0.338567787,0.21980143,0.167136585,0.183,0.523,0.294,0.414243816,0.000189087,0
426,0.027661848,0.241872926,0.130748326,0.282598262,0.19967615,0.117442489,0.571,0.236,0.193,0.51603054,0.981010258,0
